Wavelength 	             Flux
4.179049999999999272e+03 3.759231420076580843e-01
4.181063999999999396e+03 3.768871710934580399e-01
4.183077999999999520e+03 3.755040188860698236e-01
4.185091999999999643e+03 3.760076093180328982e-01
4.187105999999999767e+03 3.764753929553805167e-01
4.189119999999999891e+03 3.770267257801641625e-01
4.191134000000000015e+03 3.753649232608329278e-01
4.193147999999999229e+03 3.765662871263274480e-01
4.195161999999999352e+03 3.765098225655877373e-01
4.197175999999999476e+03 3.771570992374819187e-01
4.199189999999999600e+03 3.756357695277958708e-01
4.201203999999999724e+03 3.752088423612272572e-01
4.203217999999999847e+03 3.749536041842251310e-01
4.205231999999999971e+03 3.746923982081202253e-01
4.207245999999999185e+03 3.743081637582086341e-01
4.209259999999999309e+03 3.716511159731563652e-01
4.211273999999999432e+03 3.697680458255605540e-01
4.213287999999999556e+03 3.681645441128468255e-01
4.215301999999999680e+03 3.674488672820078183e-01
4.217315999999999804e+03 3.654547042588103256e-01
4.219329999999999927e+03 3.627063032413418431e-01
4.221343999999999141e+03 3.604247677382822479e-01
4.223357999999999265e+03 3.579600667089206101e-01
4.225371999999999389e+03 3.561183120935734747e-01
4.227385999999999513e+03 3.535627168932647946e-01
4.229399999999999636e+03 3.507385707333406932e-01
4.231413999999999760e+03 3.481490049842944634e-01
4.233427999999999884e+03 3.441037553156905404e-01
4.235442000000000007e+03 3.396407597099064257e-01
4.237455999999999221e+03 3.363134821794886986e-01
4.239469999999999345e+03 3.334264445982528247e-01
4.241483999999999469e+03 3.300528018594227064e-01
4.243497999999999593e+03 3.264799264428606129e-01
4.245511999999999716e+03 3.232830223697604755e-01
4.247525999999999840e+03 3.216717166120663940e-01
4.249539999999999964e+03 3.191881940624581859e-01
4.251553999999999178e+03 3.147100494281830918e-01
4.253567999999999302e+03 3.123004357751528182e-01
4.255581999999999425e+03 3.091893761968358967e-01
4.257595999999999549e+03 3.057193305494257940e-01
4.259609999999999673e+03 3.033354243386835458e-01
4.261623999999999796e+03 3.021652766531102707e-01
4.263637999999999920e+03 2.998727236747842917e-01
4.265651999999999134e+03 2.972510236228780856e-01
4.267665999999999258e+03 2.960202798233402821e-01
4.269679999999999382e+03 2.930441843170352167e-01
4.271693999999999505e+03 2.908778732428020652e-01
4.273707999999999629e+03 2.886537204234209675e-01
4.275721999999999753e+03 2.858754804104396974e-01
4.277735999999999876e+03 2.850601872407345638e-01
4.279750000000000000e+03 2.820391037104255649e-01
4.281763999999999214e+03 2.795087568909356834e-01
4.283777999999999338e+03 2.777422883565747735e-01
4.285791999999999462e+03 2.745343668082083077e-01
4.287805999999999585e+03 2.722803749933143669e-01
4.289819999999999709e+03 2.690270063594745187e-01
4.291833999999999833e+03 2.665898490182786462e-01
4.293847999999999956e+03 2.642527670774180160e-01
4.295861999999999171e+03 2.611541021587756028e-01
4.297875999999999294e+03 2.567136005649937047e-01
4.299889999999999418e+03 2.535910644499410060e-01
4.301903999999999542e+03 2.514242943142383502e-01
4.303917999999999665e+03 2.492671644693937594e-01
4.305931999999999789e+03 2.471173796080600726e-01
4.307945999999999913e+03 2.448592562399412864e-01
4.309959999999999127e+03 2.421608929226406193e-01
4.311973999999999251e+03 2.394258046877855428e-01
4.313987999999999374e+03 2.373494696615603694e-01
4.316001999999999498e+03 2.361274480299416501e-01
4.318015999999999622e+03 2.344798764161627747e-01
4.320029999999999745e+03 2.323544218127087668e-01
4.322043999999999869e+03 2.306701252813754821e-01
4.324057999999999993e+03 2.305314887176080629e-01
4.326071999999999207e+03 2.297758735389288653e-01
4.328085999999999331e+03 2.293801625522814691e-01
4.330099999999999454e+03 2.288288297274978234e-01
4.332113999999999578e+03 2.283775723030496141e-01
4.334127999999999702e+03 2.283013680991244909e-01
4.336141999999999825e+03 2.282210323419744669e-01
4.338155999999999949e+03 2.283252392955346932e-01
4.340169999999999163e+03 2.287774148429218557e-01
4.342183999999999287e+03 2.304332495631504496e-01
4.344197999999999411e+03 2.315877891587631576e-01
4.346211999999999534e+03 2.325536544904407421e-01
4.348225999999999658e+03 2.335704756452248732e-01
4.350239999999999782e+03 2.345501128209852848e-01
4.352253999999999905e+03 2.361159714932059561e-01
4.354267999999999120e+03 2.380513746483166326e-01
4.356281999999999243e+03 2.390966576142052324e-01
4.358295999999999367e+03 2.398775211737031177e-01
4.360309999999999491e+03 2.416201185116537697e-01
4.362323999999999614e+03 2.430996736276218317e-01
4.364337999999999738e+03 2.442647716370313915e-01
4.366351999999999862e+03 2.455423397064509239e-01
4.368365999999999985e+03 2.473914393053089078e-01
4.370379999999999200e+03 2.483807167719275233e-01
4.372393999999999323e+03 2.492175858306955594e-01
4.374407999999999447e+03 2.505617178131822609e-01
4.376421999999999571e+03 2.512604093696524377e-01
4.378435999999999694e+03 2.521170180716060250e-01
4.380449999999999818e+03 2.528726332502852503e-01
4.382463999999999942e+03 2.536805814364794798e-01
4.384477999999999156e+03 2.538586972866178626e-01
4.386491999999999280e+03 2.542484404741625625e-01
4.388505999999999403e+03 2.557706883067874526e-01
4.390519999999999527e+03 2.561673174163737743e-01
4.392533999999999651e+03 2.573356288560693095e-01
4.394547999999999774e+03 2.595666675974918070e-01
4.396561999999999898e+03 2.607189118857574095e-01
4.398575999999999112e+03 2.614625914662316308e-01
4.400589999999999236e+03 2.618752877272478852e-01
4.402603999999999360e+03 2.628700739314994705e-01
4.404617999999999483e+03 2.639034212991829831e-01
4.406631999999999607e+03 2.648780087987797072e-01
4.408645999999999731e+03 2.660701914348854724e-01
4.410659999999999854e+03 2.668382012732394837e-01
4.412673999999999978e+03 2.670851763437919191e-01
4.414687999999999192e+03 2.674818054533782408e-01
4.416701999999999316e+03 2.685303018495528993e-01
4.418715999999999440e+03 2.685968657626199851e-01
4.420729999999999563e+03 2.682135494356472361e-01
4.422743999999999687e+03 2.688227240055788836e-01
4.424757999999999811e+03 2.689934948722063068e-01
4.426771999999999935e+03 2.690641903384982658e-01
4.428785999999999149e+03 2.689751324134291854e-01
4.430799999999999272e+03 2.684077324372154960e-01
4.432813999999999396e+03 2.686776605812394858e-01
4.434827999999999520e+03 2.679798871477080957e-01
4.436841999999999643e+03 2.667978038639297056e-01
4.438855999999999767e+03 2.665746999897873892e-01
4.440869999999999891e+03 2.654518356355652919e-01
4.442883999999999105e+03 2.645796188436511653e-01
4.444897999999999229e+03 2.639360146635124638e-01
4.446911999999999352e+03 2.629311291069334477e-01
4.448925999999999476e+03 2.636137535119735253e-01
4.450939999999999600e+03 2.634893478537584377e-01
4.452953999999999724e+03 2.640420578629503190e-01
4.454967999999999847e+03 2.640824552722600971e-01
4.456981999999999971e+03 2.643643190144890909e-01
4.458995999999999185e+03 2.648192489306928632e-01
4.461009999999999309e+03 2.654743296475673420e-01
4.463023999999999432e+03 2.673638266557350485e-01
4.465037999999999556e+03 2.693657937239128386e-01
4.467051999999999680e+03 2.709798538504233356e-01
4.469065999999999804e+03 2.729423416322303564e-01
4.471079999999999927e+03 2.749677208353488167e-01
4.473093999999999141e+03 2.770348746321855127e-01
4.475107999999999265e+03 2.798489214397822389e-01
4.477121999999999389e+03 2.822824062892227426e-01
4.479135999999999513e+03 2.844556032854972938e-01
4.481149999999999636e+03 2.872287936223148486e-01
4.483163999999999760e+03 2.905882054555927185e-01
4.485177999999999884e+03 2.940343799065924801e-01
4.487191999999999098e+03 2.964320579614175832e-01
4.489205999999999221e+03 2.995522987691232042e-01
4.491219999999999345e+03 3.021698672678045372e-01
4.493233999999999469e+03 3.044986861022153102e-01
4.495247999999999593e+03 3.074279573386385911e-01
4.497261999999999716e+03 3.098173722870140590e-01
4.499275999999999840e+03 3.119308912922628685e-01
4.501289999999999964e+03 3.145980384296425125e-01
4.503303999999999178e+03 3.172573815220419702e-01
4.505317999999999302e+03 3.194030348301507560e-01
4.507331999999999425e+03 3.213926072386538713e-01
4.509345999999999549e+03 3.235483598990901988e-01
4.511359999999999673e+03 3.255099295579581553e-01
4.513373999999999796e+03 3.269949934115594092e-01
4.515387999999999920e+03 3.279810574478917995e-01
4.517401999999999134e+03 3.294688756703096355e-01
4.519415999999999258e+03 3.314878280128562560e-01
4.521429999999999382e+03 3.328842930028577674e-01
4.523443999999999505e+03 3.342366880917941874e-01
4.525457999999999629e+03 3.344689731953249812e-01
4.527471999999999753e+03 3.353990317323871651e-01
4.529485999999999876e+03 3.364847121075854597e-01
4.531499999999999091e+03 3.375198957211468787e-01
4.533513999999999214e+03 3.382833149448064569e-01
4.535527999999999338e+03 3.392592796288113610e-01
4.537541999999999462e+03 3.403876527206666780e-01
4.539555999999999585e+03 3.417735592968713654e-01
4.541569999999999709e+03 3.417850358336070871e-01
4.543583999999999833e+03 3.424809730212607373e-01
4.545597999999999956e+03 3.428780611923163413e-01
4.547611999999999171e+03 3.425567181637164116e-01
4.549625999999999294e+03 3.428633712252946442e-01
4.551639999999999418e+03 3.434147040500782899e-01
4.553653999999999542e+03 3.436864684399799641e-01
4.555667999999999665e+03 3.433646663499105856e-01
4.557681999999999789e+03 3.435391097082933776e-01
4.559695999999999913e+03 3.429974171743677691e-01
4.561709999999999127e+03 3.416477764542479312e-01
4.563723999999999251e+03 3.414526753297408845e-01
4.565737999999999374e+03 3.413011850448294804e-01
4.567751999999999498e+03 3.406580399261601166e-01
4.569765999999999622e+03 3.394268370651528643e-01
4.571779999999999745e+03 3.394819244414842285e-01
4.573793999999999869e+03 3.389925649150734577e-01
4.575807999999999083e+03 3.385876726990375563e-01
4.577821999999999207e+03 3.385188134786232261e-01
4.579835999999999331e+03 3.374487411933853598e-01
4.581849999999999454e+03 3.367977920297358652e-01
4.583863999999999578e+03 3.369235748723590773e-01
4.585877999999999702e+03 3.369639722816687999e-01
4.587891999999999825e+03 3.369235748723592438e-01
4.589905999999999949e+03 3.365122557957512250e-01
4.591919999999999163e+03 3.362579357416878301e-01
4.593933999999999287e+03 3.361353663293504268e-01
4.595947999999999411e+03 3.359338383442713183e-01
4.597961999999999534e+03 3.352108165299213516e-01
4.599975999999999658e+03 3.349027862839348835e-01
4.601989999999999782e+03 3.348421901699703551e-01
4.604003999999999905e+03 3.350221422659862558e-01
4.606017999999999120e+03 3.353953592406316297e-01
4.608031999999999243e+03 3.351456298012625568e-01
4.610045999999999367e+03 3.349298709106310890e-01
4.612059999999999491e+03 3.351901587637972080e-01
4.614073999999999614e+03 3.350584081220711052e-01
4.616087999999999738e+03 3.343725702867449412e-01
4.618101999999999862e+03 3.344092952042991840e-01
4.620115999999999076e+03 3.341861913301569786e-01
4.622129999999999200e+03 3.331413674257376889e-01
4.624143999999999323e+03 3.324339537013483725e-01
4.626157999999999447e+03 3.324559886518808627e-01
4.628171999999999571e+03 3.317311305916532671e-01
4.630185999999999694e+03 3.310508014939602672e-01
4.632199999999999818e+03 3.304971733618295437e-01
4.634213999999999942e+03 3.302006196525786308e-01
4.636227999999999156e+03 3.287536579009400217e-01
4.638241999999999280e+03 3.272135066710074036e-01
4.640255999999999403e+03 3.260318824486984624e-01
4.642269999999999527e+03 3.248667844392887916e-01
4.644283999999999651e+03 3.234042145976895322e-01
4.646297999999999774e+03 3.221059887621457452e-01
4.648311999999999898e+03 3.207669064558228422e-01
4.650325999999999112e+03 3.192483311149533765e-01
4.652339999999999236e+03 3.177260832823284309e-01
4.654353999999999360e+03 3.153412589486473405e-01
4.656367999999999483e+03 3.131841291038027775e-01
4.658381999999999607e+03 3.104683214506636646e-01
4.660395999999999731e+03 3.076111228649405782e-01
4.662409999999999854e+03 3.046226326989610600e-01
4.664423999999999069e+03 3.018361295795300436e-01
4.666437999999999192e+03 2.989325657853947882e-01
4.668451999999999316e+03 2.955116397152134922e-01
4.670465999999999440e+03 2.924487815911864241e-01
4.672479999999999563e+03 2.894988525886387776e-01
4.674493999999999687e+03 2.863772345965250321e-01
4.676507999999999811e+03 2.825656472158600829e-01
4.678521999999999935e+03 2.795734845581250294e-01
4.680535999999999149e+03 2.770100853128363294e-01
4.682549999999999272e+03 2.742460762054072521e-01
4.684563999999999396e+03 2.716344755058284210e-01
4.686577999999999520e+03 2.687198942364269483e-01
4.688591999999999643e+03 2.663254296118877651e-01
4.690605999999999767e+03 2.643588102768560377e-01
4.692619999999999891e+03 2.622939517873666415e-01
4.694633999999999105e+03 2.607000903655108393e-01
4.696647999999999229e+03 2.582923129583583055e-01
4.698661999999999352e+03 2.563917984749243817e-01
4.700675999999999476e+03 2.548364982165005621e-01
4.702689999999999600e+03 2.536691048997438691e-01
4.704703999999999724e+03 2.522547365124346297e-01
4.706717999999999847e+03 2.514045546710529377e-01
4.708731999999999061e+03 2.512080763621376001e-01
4.710745999999999185e+03 2.507104537292770829e-01
4.712759999999999309e+03 2.500292065086451299e-01
4.714773999999999432e+03 2.491937146342852738e-01
4.716787999999999556e+03 2.489146052608727788e-01
4.718801999999999680e+03 2.489297542893638693e-01
4.720815999999999804e+03 2.483113984900437166e-01
4.722829999999999927e+03 2.482306036714241881e-01
4.724843999999999141e+03 2.476797299081100745e-01
4.726857999999999265e+03 2.471201339768767380e-01
4.728871999999999389e+03 2.468520420787304326e-01
4.730885999999999513e+03 2.461088215597256601e-01
4.732899999999999636e+03 2.460702603962936774e-01
4.734913999999999760e+03 2.455735558863720303e-01
4.736927999999999884e+03 2.452131926328706690e-01
4.738941999999999098e+03 2.444534459009664873e-01
4.740955999999999221e+03 2.440159603206011885e-01
4.742969999999999345e+03 2.435412907612120870e-01
4.744983999999999469e+03 2.425836885359841932e-01
4.746997999999999593e+03 2.420116979450762928e-01
4.749011999999999716e+03 2.410247157858049771e-01
4.751025999999999840e+03 2.396796656803794889e-01
4.753039999999999054e+03 2.383791445374884854e-01
4.755053999999999178e+03 2.370923952386804201e-01
4.757067999999999302e+03 2.356403838108779847e-01
4.759081999999999425e+03 2.337545592944657302e-01
4.761095999999999549e+03 2.318852609909528573e-01
4.763109999999999673e+03 2.306278916261881029e-01
4.765123999999999796e+03 2.294761063993920047e-01
4.767137999999999920e+03 2.282912687467970325e-01
4.769151999999999134e+03 2.265573935767655478e-01
4.771165999999999258e+03 2.251999488116654125e-01
4.773179999999999382e+03 2.239109042055102139e-01
4.775193999999999505e+03 2.220659361598770476e-01
4.777207999999999629e+03 2.206097931788497946e-01
4.779221999999999753e+03 2.194148561739274195e-01
4.781235999999999876e+03 2.183328482904843548e-01
4.783249999999999091e+03 2.172760887878600056e-01
4.785263999999999214e+03 2.162000487035196372e-01
4.787277999999999338e+03 2.158998225025132722e-01
4.789291999999999462e+03 2.156280581126115981e-01
4.791305999999999585e+03 2.148848375936069088e-01
4.793319999999999709e+03 2.149917989159837173e-01
4.795333999999999833e+03 2.153434400015659389e-01
4.797347999999999047e+03 2.154637141065562922e-01
4.799361999999999171e+03 2.157657765534402305e-01
4.801375999999999294e+03 2.166494698820900511e-01
4.803389999999999418e+03 2.172347732556114408e-01
4.805403999999999542e+03 2.177636120683931198e-01
4.807417999999999665e+03 2.188570964885717673e-01
4.809431999999999789e+03 2.194419408006236527e-01
4.811445999999999913e+03 2.202586111547369940e-01
4.813459999999999127e+03 2.207704646931498427e-01
4.815473999999999251e+03 2.208985428431203546e-01
4.817487999999999374e+03 2.209416946212466037e-01
4.819501999999999498e+03 2.217422978239299847e-01
4.821515999999999622e+03 2.216463539768193935e-01
4.823529999999999745e+03 2.215912666004879739e-01
4.825543999999999869e+03 2.219158230593738512e-01
4.827557999999999083e+03 2.235693624722554229e-01
4.829571999999999207e+03 2.219493345466422296e-01
4.831585999999999331e+03 2.210537056197871830e-01
4.833599999999999454e+03 2.203398650348258880e-01
4.835613999999999578e+03 2.195773639341050965e-01
4.837627999999999702e+03 2.184462364734331974e-01
4.839641999999999825e+03 2.169221523949305674e-01
4.841655999999999949e+03 2.154806993809250670e-01
4.843669999999999163e+03 2.134984719559327726e-01
4.845683999999999287e+03 2.121281734696886800e-01
4.847697999999999411e+03 2.100991217748146844e-01
4.849711999999999534e+03 2.081820810784812126e-01
4.851725999999999658e+03 2.062558591527592355e-01
4.853739999999999782e+03 2.037420385461687078e-01
4.855753999999999905e+03 2.022308081888100073e-01
4.857767999999999120e+03 2.001471281790741241e-01
4.859781999999999243e+03 1.977522044930655476e-01
4.861795999999999367e+03 1.954366984412681807e-01
4.863809999999999491e+03 1.932350396338890219e-01
4.865823999999999614e+03 1.906376698398625225e-01
4.867837999999999738e+03 1.884823762408956438e-01
4.869851999999999862e+03 1.859547837902223166e-01
4.871865999999999076e+03 1.831467047817281202e-01
4.873879999999999200e+03 1.812640936956018134e-01
4.875893999999999323e+03 1.796766591343180730e-01
4.877907999999999447e+03 1.778996321861602836e-01
4.879921999999999571e+03 1.762998029652019516e-01
4.881935999999999694e+03 1.749377675854075498e-01
4.883949999999999818e+03 1.735683872221022994e-01
4.885963999999999942e+03 1.718827135063608069e-01
4.887977999999999156e+03 1.708893044865175403e-01
4.889991999999999280e+03 1.704430967382330464e-01
4.892005999999999403e+03 1.702186156796824945e-01
4.894019999999999527e+03 1.696760050228179884e-01
4.896033999999999651e+03 1.691223768906871816e-01
4.898047999999999774e+03 1.685379916401047173e-01
4.900061999999999898e+03 1.685154976281026951e-01
4.902075999999999112e+03 1.686770872653415854e-01
4.904089999999999236e+03 1.686720375891778145e-01
4.906103999999999360e+03 1.688446447016829777e-01
4.908117999999999483e+03 1.696971218504116918e-01
4.910131999999999607e+03 1.704628363814184866e-01
4.912145999999999731e+03 1.714323742048514676e-01
4.914159999999999854e+03 1.721021448887476435e-01
4.916173999999999069e+03 1.733462014708989085e-01
4.918187999999999192e+03 1.741284422148050570e-01
4.920201999999999316e+03 1.747702101490661297e-01
4.922215999999999440e+03 1.753683672437315044e-01
4.924229999999999563e+03 1.766996455050741655e-01
4.926243999999999687e+03 1.778601528997894310e-01
4.928257999999999811e+03 1.788687109481238158e-01
4.930271999999999935e+03 1.794783445795248567e-01
4.932285999999999149e+03 1.799823940729574356e-01
4.934299999999999272e+03 1.806622641091810422e-01
4.936313999999999396e+03 1.815018875367657714e-01
4.938327999999999520e+03 1.823217713211650604e-01
4.940341999999999643e+03 1.824705072372599102e-01
4.942355999999999767e+03 1.830190856932270016e-01
4.944369999999999891e+03 1.835538923051111826e-01
4.946383999999999105e+03 1.838486097684843279e-01
4.948397999999999229e+03 1.842323851569265536e-01
4.950411999999999352e+03 1.846492129711675978e-01
4.952425999999999476e+03 1.848557906324104494e-01
4.954439999999999600e+03 1.848929746114341688e-01
4.956453999999999724e+03 1.848507409562467618e-01
4.958467999999999847e+03 1.847107272080710239e-01
4.960481999999999061e+03 1.849416351271936376e-01
4.962495999999999185e+03 1.852189082547284482e-01
4.964509999999999309e+03 1.849393398198464489e-01
4.966523999999999432e+03 1.848860886893927413e-01
4.968537999999999556e+03 1.851509671572529880e-01
4.970551999999999680e+03 1.850306930522626903e-01
4.972565999999999804e+03 1.848163113460395690e-01
4.974579999999999927e+03 1.844890005183370818e-01
4.976593999999999141e+03 1.841295553877745905e-01
4.978607999999999265e+03 1.835447110757226774e-01
4.980621999999999389e+03 1.828460195192524451e-01
4.982635999999999513e+03 1.821817575729894056e-01
4.984649999999999636e+03 1.811768720164103619e-01
4.986663999999999760e+03 1.805984545649304551e-01
4.988677999999999884e+03 1.801641824148511040e-01
4.990691999999999098e+03 1.797161384206888979e-01
4.992705999999999221e+03 1.791735277638243917e-01
4.994719999999999345e+03 1.784964120964173395e-01
4.996733999999999469e+03 1.774405707167317769e-01
4.998747999999999593e+03 1.765582545724901642e-01
5.000761999999999716e+03 1.756304913427751413e-01
5.002775999999999840e+03 1.752228447579226300e-01
5.004789999999999054e+03 1.749777059332478513e-01
5.006803999999999178e+03 1.751021115914629944e-01
5.008817999999999302e+03 1.743497098430696057e-01
5.010831999999999425e+03 1.738373972431874193e-01
5.012845999999999549e+03 1.736624948233351506e-01
5.014859999999999673e+03 1.733103946762834524e-01
5.016873999999999796e+03 1.730537793148729242e-01
5.018887999999999920e+03 1.739503263646668130e-01
5.020901999999999134e+03 1.743708266706633370e-01
5.022915999999999258e+03 1.743207889704956326e-01
5.024929999999999382e+03 1.749575072285929622e-01
5.026943999999999505e+03 1.753692853666703744e-01
5.028957999999999629e+03 1.759839686742351306e-01
5.030971999999999753e+03 1.764710328932987682e-01
5.032985999999999876e+03 1.775782891575602984e-01
5.034999999999999091e+03 1.780919789418508314e-01
5.037013999999999214e+03 1.786451480125121616e-01
5.039027999999999338e+03 1.793603657818817476e-01
5.041041999999999462e+03 1.799176664057680342e-01
5.043055999999999585e+03 1.806002908108081950e-01
5.045069999999999709e+03 1.816602637437186030e-01
5.047083999999999833e+03 1.823089176000210754e-01
5.049097999999999047e+03 1.825981263257610843e-01
5.051111999999999171e+03 1.830236763079212958e-01
5.053125999999999294e+03 1.847667327073413412e-01
5.055139999999999418e+03 1.852078907794621199e-01
5.057153999999999542e+03 1.856518032203994806e-01
5.059167999999999665e+03 1.862710771426585588e-01
5.061181999999999789e+03 1.869849177276198815e-01
5.063195999999999913e+03 1.877428282136463233e-01
5.065209999999999127e+03 1.884387654012999458e-01
5.067223999999999251e+03 1.898086048260746173e-01
5.069237999999999374e+03 1.913767588056423941e-01
5.071251999999999498e+03 1.923931208989571040e-01
5.073265999999999622e+03 1.933002263625478168e-01
5.075279999999999745e+03 1.941751975232785810e-01
5.077293999999999869e+03 1.958585759316729402e-01
5.079307999999999083e+03 1.974427970626707607e-01
5.081321999999999207e+03 1.987102657797628624e-01
5.083335999999999331e+03 1.996632773902964064e-01
5.085349999999999454e+03 2.006833119753665406e-01
5.087363999999999578e+03 2.020370842487112240e-01
5.089377999999999702e+03 2.036612437275492904e-01
5.091391999999999825e+03 2.052684179320184710e-01
5.093405999999999040e+03 2.065464450629074800e-01
5.095419999999999163e+03 2.081963119840335441e-01
5.097433999999999287e+03 2.095069324792519505e-01
5.099447999999999411e+03 2.105806772562451856e-01
5.101461999999999534e+03 2.120712498474795760e-01
5.103475999999999658e+03 2.133846247115145089e-01
5.105489999999999782e+03 2.145391643071271892e-01
5.107503999999999905e+03 2.156597333540021810e-01
5.109517999999999120e+03 2.171438790846646205e-01
5.111531999999999243e+03 2.186376651061849585e-01
5.113545999999999367e+03 2.197343629566495815e-01
5.115559999999999491e+03 2.210064222884360052e-01
5.117573999999999614e+03 2.218419141627958890e-01
5.119587999999999738e+03 2.229427435664854962e-01
5.121601999999999862e+03 2.240876428712401669e-01
5.123615999999999076e+03 2.254248889316854410e-01
5.125629999999999200e+03 2.262847110639250314e-01
5.127643999999999323e+03 2.274612856100703129e-01
5.129657999999999447e+03 2.283045815294104386e-01
5.131671999999999571e+03 2.289325776195886564e-01
5.133685999999999694e+03 2.300012727204182317e-01
5.135699999999999818e+03 2.308688988976380918e-01
5.137713999999999032e+03 2.314312491976880659e-01
5.139727999999999156e+03 2.317365250748578964e-01
5.141741999999999280e+03 2.323939010990796750e-01
5.143755999999999403e+03 2.323810473779356067e-01
5.145769999999999527e+03 2.326275633870187043e-01
5.147783999999999651e+03 2.327124897588630503e-01
5.149797999999999774e+03 2.325472276298687080e-01
5.151811999999999898e+03 2.323929829761407495e-01
5.153825999999999112e+03 2.326257271411410199e-01
5.155839999999999236e+03 2.324641375039022129e-01
5.157853999999999360e+03 2.320615405952133614e-01
5.159867999999999483e+03 2.317805949759231543e-01
5.161881999999999607e+03 2.309446440400937661e-01
5.163895999999999731e+03 2.303634722197972773e-01
5.165909999999999854e+03 2.301068568583867213e-01
5.167923999999999069e+03 2.294586620635537533e-01
5.169937999999999192e+03 2.289789428280009920e-01
5.171951999999999316e+03 2.281434509536410526e-01
5.173965999999999440e+03 2.275416213672203092e-01
5.175979999999999563e+03 2.273579967794488454e-01
5.177993999999999687e+03 2.269370374119829281e-01
5.180007999999999811e+03 2.264935840325149607e-01
5.182021999999999025e+03 2.256984895674648550e-01
5.184035999999999149e+03 2.250920693663498173e-01
5.186049999999999272e+03 2.247408873422369890e-01
5.188063999999999396e+03 2.244787632431932412e-01
5.190077999999999520e+03 2.243970503016349816e-01
5.192091999999999643e+03 2.244172490062898428e-01
5.194105999999999767e+03 2.243070742536269757e-01
5.196119999999999891e+03 2.239921580855990246e-01
5.198133999999999105e+03 2.236042511439320091e-01
5.200147999999999229e+03 2.235083072968214457e-01
5.202161999999999352e+03 2.230405236594737439e-01
5.204175999999999476e+03 2.232461831977777533e-01
5.206189999999999600e+03 2.230588861182508931e-01
5.208203999999999724e+03 2.232443469519000412e-01
5.210217999999999847e+03 2.237015721754507525e-01
5.212231999999999061e+03 2.237208527571667993e-01
5.214245999999999185e+03 2.242758580737059249e-01
5.216259999999999309e+03 2.247858753662409781e-01
5.218273999999999432e+03 2.250323913753240201e-01
5.220287999999999556e+03 2.250677391084699996e-01
5.222301999999999680e+03 2.251710279390914671e-01
5.224315999999999804e+03 2.248978863647814741e-01
5.226329999999999018e+03 2.255382771146343390e-01
5.228343999999999141e+03 2.254483010666262499e-01
5.230357999999999265e+03 2.251301714683123234e-01
5.232371999999999389e+03 2.251724051234997581e-01
5.234385999999999513e+03 2.253092054413894652e-01
5.236399999999999636e+03 2.252453958971388781e-01
5.238413999999999760e+03 2.246146454381441060e-01
5.240427999999999884e+03 2.237718085802733736e-01
5.242441999999999098e+03 2.227155081391183622e-01
5.244455999999999221e+03 2.218676216050839423e-01
5.246469999999999345e+03 2.210440653289292012e-01
5.248483999999999469e+03 2.197270179731387885e-01
5.250497999999999593e+03 2.181354518586301472e-01
5.252511999999999716e+03 2.165659206946540793e-01
5.254525999999999840e+03 2.149183490808750929e-01
5.256539999999999054e+03 2.127575467442751889e-01
5.258553999999999178e+03 2.104167923116592731e-01
5.260567999999999302e+03 2.082197241189743808e-01
5.262581999999999425e+03 2.061185997734000797e-01
5.264595999999999549e+03 2.038320145941766581e-01
5.266609999999999673e+03 2.016473410611663852e-01
5.268623999999999796e+03 1.990499712671399135e-01
5.270637999999999010e+03 1.964172537399674900e-01
5.272651999999999134e+03 1.936656392922129488e-01
5.274665999999999258e+03 1.911665086526441737e-01
5.276679999999999382e+03 1.890883373805412604e-01
5.278693999999999505e+03 1.863078020602128571e-01
5.280707999999999629e+03 1.834749337323695051e-01
5.282721999999999753e+03 1.813040320434420871e-01
5.284735999999999876e+03 1.791951036528875441e-01
5.286749999999999091e+03 1.769264218709718506e-01
5.288763999999999214e+03 1.745484834593321599e-01
5.290777999999999338e+03 1.726080306280578791e-01
5.292791999999999462e+03 1.705978004534304260e-01
5.294805999999999585e+03 1.690819794813774868e-01
5.296819999999999709e+03 1.672719001074208234e-01
5.298833999999999833e+03 1.654108649103576967e-01
5.300847999999999047e+03 1.636255748557502443e-01
5.302861999999999171e+03 1.624159478838061443e-01
5.304875999999999294e+03 1.611076226959348712e-01
5.306889999999999418e+03 1.601665466836064700e-01
5.308903999999999542e+03 1.588063475496897525e-01
5.310917999999999665e+03 1.580897525959118755e-01
5.312931999999999789e+03 1.579809550276572994e-01
5.314945999999999003e+03 1.570945073301908412e-01
5.316959999999999127e+03 1.565105811410778258e-01
5.318973999999999251e+03 1.562847228981189829e-01
5.320987999999999374e+03 1.557444075486016377e-01
5.323001999999999498e+03 1.555704232516882390e-01
5.325015999999999622e+03 1.552417352395774053e-01
5.327029999999999745e+03 1.547845100160266107e-01
5.329043999999999869e+03 1.548322524088471819e-01
5.331057999999999083e+03 1.551154933354845777e-01
5.333071999999999207e+03 1.548905532154646325e-01
5.335085999999999331e+03 1.549580352514706161e-01
5.337099999999999454e+03 1.547312588855729587e-01
5.339113999999999578e+03 1.548630095272988672e-01
5.341127999999999702e+03 1.554065383071022710e-01
5.343141999999999825e+03 1.555222217973982191e-01
5.345155999999999040e+03 1.555410433176448171e-01
5.347169999999999163e+03 1.557508344091736718e-01
5.349183999999999287e+03 1.557572612697456227e-01
